co_municipio,no_municipio,sg_uf,categoria,no_regiao_turistica
4123824,Santa Lúcia,PR,Município com oferta turística complementar,Riquezas do Oeste
4123907,Santa Mariana,PR,Município com oferta turística complementar,Norte Pioneiro
4124004,Santana do Itararé,PR,Município com oferta turística complementar,Norte Pioneiro
4124020,Santa Tereza do Oeste,PR,Município com oferta turística complementar,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu
4124053,Santa Terezinha de Itaipu,PR,Município turístico,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu
4124103,Santo Antônio da Platina,PR,Município turístico,Norte Pioneiro
4124400,Santo Antônio do Sudoeste,PR,Município com oferta turística complementar,Vales do Iguaçu
4124509,Santo Inácio,PR,Município turístico,Encantos dos Ipês
4124707,São Jerônimo da Serra,PR,Município de apoio ao turismo,Norte do Paraná
4124806,São João,PR,Município com oferta turística complementar,Vales do Iguaçu
4125209,São Jorge dOeste,PR,Município com oferta turística complementar,Vales do Iguaçu
4125357,São Jorge do Patrocínio,PR,Município com oferta turística complementar,Caminho das Águas
4125506,São José dos Pinhais,PR,Município turístico,Rotas do Pinhão
4125555,São Manoel do Paraná,PR,Município com oferta turística complementar,Cinturão Verde
4125704,São Miguel do Iguaçu,PR,Município com oferta turística complementar,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu
4125803,São Pedro do Ivaí,PR,Município com oferta turística complementar,Vale do Ivaí
4125902,São Pedro do Paraná,PR,Município com oferta turística complementar,Encontro das Águas e Biomas
4126108,São Tomé,PR,Município com oferta turística complementar,Cinturão Verde
4126207,Sapopema,PR,Município com oferta turística complementar,Norte do Paraná
4126272,Saudade do Iguaçu,PR,Município com oferta turística complementar,Vales do Iguaçu
4126306,Sengés,PR,Município com oferta turística complementar,Campos Gerais
4126355,Serranópolis do Iguaçu,PR,Município com oferta turística complementar,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu
4126405,Sertaneja,PR,Município com oferta turística complementar,Norte do Paraná
4126603,Siqueira Campos,PR,Município com oferta turística complementar,Norte Pioneiro
4126652,Sulina,PR,Município com oferta turística complementar,Vales do Iguaçu
4126678,Tamarana,PR,Município de apoio ao turismo,Norte do Paraná
4126801,Tapejara,PR,Município com oferta turística complementar,Cinturão Verde
4127007,Teixeira Soares,PR,Município com oferta turística complementar,Terra dos Pinheirais
4127304,Terra Rica,PR,Município com oferta turística complementar,Águas do Arenito Caiuá
4127403,Terra Roxa,PR,Município com oferta turística complementar,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu
4127601,Tijucas do Sul,PR,Município com oferta turística complementar,Rotas do Pinhão
4127809,Tomazina,PR,Município com oferta turística complementar,Norte Pioneiro
4128005,Ubiratã,PR,Município com oferta turística complementar,"Ecoaventuras, Histórias e Sabores"
4128559,Vera Cruz do Oeste,PR,Município com oferta turística complementar,Riquezas do Oeste
4128609,Verê,PR,Município com oferta turística complementar,Vales do Iguaçu
4128658,Virmond,PR,Município de apoio ao turismo,"Entre Matas, Morros e Rios"
4128500,Wenceslau Braz,PR,Município com oferta turística complementar,Norte Pioneiro
3300100,Angra dos Reis,RJ,Município turístico,COSTA VERDE
3300159,Aperibé,RJ,Município com oferta turística complementar,ÁGUAS DO NOROESTE
3300225,Areal,RJ,Município turístico,CAMINHOS COLONIAIS
3300233,Armação dos Búzios,RJ,Município turístico,COSTA DO SOL
3300308,Barra do Piraí,RJ,Município turístico,VALE DO CAFÉ
3300407,Barra Mansa,RJ,Município turístico,VALE DO CAFÉ
3300704,Cabo Frio,RJ,Município turístico,COSTA DO SOL
3300902,Cambuci,RJ,Município com oferta turística complementar,ÁGUAS DO NOROESTE
3301009,Campos dos Goytacazes,RJ,Município turístico,COSTA DOCE
3301108,Cantagalo,RJ,Município de apoio ao turismo,CAMINHOS DA SERRA
3301157,Cardoso Moreira,RJ,Município com oferta turística complementar,COSTA DOCE
3301207,Carmo,RJ,Município turístico,CAMINHOS DA SERRA
3300951,Comendador Levy Gasparian,RJ,Município turístico,CAMINHOS COLONIAIS
3301504,Cordeiro,RJ,Município com oferta turística complementar,CAMINHOS DA SERRA
3301603,Duas Barras,RJ,Município de apoio ao turismo,CAMINHOS DA SERRA
3301702,Duque de Caxias,RJ,Município turístico,BAIXADA VERDE
3301801,Engenheiro Paulo de Frontin,RJ,Município com oferta turística complementar,VALE DO CAFÉ
3301850,Guapimirim,RJ,Município turístico,SERRA VERDE IMPERIAL
3301876,Iguaba Grande,RJ,Município turístico,COSTA DO SOL
3302056,Italva,RJ,Município com oferta turística complementar,ÁGUAS DO NOROESTE
3302205,Itaperuna,RJ,Município turístico,ÁGUAS DO NOROESTE
3302254,Itatiaia,RJ,Município turístico,AGULHAS NEGRAS
3302403,Macaé,RJ,Município turístico,COSTA DO SOL
3302452,Macuco,RJ,Município com oferta turística complementar,CAMINHOS DA SERRA
3302502,Magé,RJ,Município turístico,BAIXADA VERDE
3302700,Maricá,RJ,Município turístico,COSTA DO SOL
3302908,Miguel Pereira,RJ,Município turístico,VALE DO CAFÉ
3303005,Miracema,RJ,Município de apoio ao turismo,ÁGUAS DO NOROESTE
3303302,Niterói,RJ,Município turístico,METROPOLITANA
3303401,Nova Friburgo,RJ,Município turístico,SERRA VERDE IMPERIAL
3303500,Nova Iguaçu,RJ,Município turístico,BAIXADA VERDE
3303609,Paracambi,RJ,Município com oferta turística complementar,VALE DO CAFÉ
3303708,Paraíba do Sul,RJ,Município com oferta turística complementar,CAMINHOS COLONIAIS
3303807,Paraty,RJ,Município turístico,COSTA VERDE
3303856,Paty do Alferes,RJ,Município turístico,VALE DO CAFÉ
3303955,Pinheiral,RJ,Município com oferta turística complementar,VALE DO CAFÉ
3304003,Piraí,RJ,Município com oferta turística complementar,VALE DO CAFÉ
3304102,Porciúncula,RJ,Município com oferta turística complementar,ÁGUAS DO NOROESTE
3304144,Queimados,RJ,Município com oferta turística complementar,BAIXADA VERDE
3304151,Quissamã,RJ,Município turístico,COSTA DO SOL
3304300,Rio Bonito,RJ,Município turístico,Caminhos da Mata
3304409,Rio Claro,RJ,Município com oferta turística complementar,VALE DO CAFÉ
3304524,Rio das Ostras,RJ,Município turístico,COSTA DO SOL
3304557,Rio de Janeiro,RJ,Município turístico,METROPOLITANA
3304607,Santa Maria Madalena,RJ,Município de apoio ao turismo,CAMINHOS DA SERRA
3304706,Santo Antônio de Pádua,RJ,Município com oferta turística complementar,ÁGUAS DO NOROESTE
3304755,São Francisco de Itabapoana,RJ,Município com oferta turística complementar,COSTA DOCE
3305208,São Pedro da Aldeia,RJ,Município turístico,COSTA DO SOL
3305406,Sapucaia,RJ,Município com oferta turística complementar,CAMINHOS COLONIAIS
3305505,Saquarema,RJ,Município turístico,COSTA DO SOL
3305752,Tanguá,RJ,Município com oferta turística complementar,Caminhos da Mata
3305802,Teresópolis,RJ,Município turístico,SERRA VERDE IMPERIAL
3305901,Trajano de Moraes,RJ,Município com oferta turística complementar,CAMINHOS DA SERRA
3306008,Três Rios,RJ,Município turístico,CAMINHOS COLONIAIS
3306156,Varre-Sai,RJ,Município de apoio ao turismo,ÁGUAS DO NOROESTE
3306206,Vassouras,RJ,Município turístico,VALE DO CAFÉ
3306305,Volta Redonda,RJ,Município turístico,VALE DO CAFÉ
2400109,Acari,RN,Município com oferta turística complementar,IGR Seridó
2400208,Açu,RN,Município com oferta turística complementar,POLO VALE MAR
2400307,Afonso Bezerra,RN,Município de apoio ao turismo,IGR CABUGI CENTRAL
2400505,Alexandria,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2400604,Almino Afonso,RN,Município de apoio ao turismo,Polo Turístico do Oeste Potiguar
2400703,Alto do Rodrigues,RN,Município com oferta turística complementar,IGR DO SERTÃO PARA O MAR
2400802,Angicos,RN,Município com oferta turística complementar,IGR CABUGI CENTRAL
2401008,Apodi,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2401107,Areia Branca,RN,Município com oferta turística complementar,IGR Costa Branca
2401206,Arês,RN,Município com oferta turística complementar,IGR Costa das Dunas
2401404,Baía Formosa,RN,Município turístico,IGR Costa das Dunas
2401453,Baraúna,RN,Município com oferta turística complementar,IGR Costa Branca
2401701,Bom Jesus,RN,Município de apoio ao turismo,IGR CAMINHOS DO POTENGI
2402006,Caicó,RN,Município com oferta turística complementar,IGR Seridó
2402204,Canguaretama,RN,Município com oferta turística complementar,IGR Costa das Dunas
2402303,Caraúbas,RN,Município de apoio ao turismo,Polo Turístico do Oeste Potiguar
2402402,Carnaúba dos Dantas,RN,Município com oferta turística complementar,IGR Seridó
2402501,Carnaubais,RN,Município com oferta turística complementar,IGR DO SERTÃO PARA O MAR
2402600,Ceará-Mirim,RN,Município com oferta turística complementar,IGR Costa das Dunas
2402709,Cerro Corá,RN,Município com oferta turística complementar,IGR Seridó
2403103,Currais Novos,RN,Município com oferta turística complementar,IGR Seridó
2403509,Espírito Santo,RN,Município de apoio ao turismo,IGR Costa das Dunas
2403608,Extremoz,RN,Município turístico,IGR Costa das Dunas
2403707,Felipe Guerra,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2403756,Fernando Pedroza,RN,Município com oferta turística complementar,IGR CABUGI CENTRAL
2403806,Florânia,RN,Município com oferta turística complementar,IGR Seridó
2404101,Galinhos,RN,Município com oferta turística complementar,IGR DO SERTÃO PARA O MAR
2404200,Goianinha,RN,Município com oferta turística complementar,IGR Costa das Dunas
2404507,Guamaré,RN,Município com oferta turística complementar,IGR DO SERTÃO PARA O MAR
2404705,Ipanguaçu,RN,Município de apoio ao turismo,POLO VALE MAR
2404804,Ipueira,RN,Município de apoio ao turismo,
2404853,Itajá,RN,Município com oferta turística complementar,POLO VALE MAR
2405108,Jandaíra,RN,Município de apoio ao turismo,IGR DO SERTÃO PARA O MAR
2405207,Janduís,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2405603,Jardim de Piranhas,RN,Município de apoio ao turismo,
2405702,Jardim do Seridó,RN,Município de apoio ao turismo,
2405801,João Câmara,RN,Município com oferta turística complementar,IGR CAMINHOS DO POTENGI
2406403,Lagoa de Velhos,RN,Município de apoio ao turismo,IGR CAMINHOS DO POTENGI
2406502,Lagoa Nova,RN,Município de apoio ao turismo,IGR Seridó
2406700,Lajes,RN,Município com oferta turística complementar,IGR CABUGI CENTRAL
2406809,Lajes Pintadas,RN,Município com oferta turística complementar,IGR Trairi
2406908,Lucrécia,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2407252,Major Sales,RN,Município de apoio ao turismo,Polo Turístico do Oeste Potiguar
2407302,Marcelino Vieira,RN,Município de apoio ao turismo,Polo Turístico do Oeste Potiguar
2407401,Martins,RN,Município com oferta turística complementar,IGR ROTA DO FRIO
2407500,Maxaranguape,RN,Município com oferta turística complementar,IGR Costa das Dunas
2407906,Monte das Gameleiras,RN,Município com oferta turística complementar,ASSOCIAÇÃO DOS MUNICIPIOS DA REGIÃO SERRANA DO AGRESTE POTIGUAR - AMSAP
2408003,Mossoró,RN,Município turístico,IGR Costa Branca
2408102,Natal,RN,Município turístico,IGR Costa das Dunas
2408201,Nísia Floresta,RN,Município turístico,IGR Costa das Dunas
2408409,Olho-d'Água do Borges,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2408607,Paraná,RN,Município de apoio ao turismo,
2408904,Parelhas,RN,Município com oferta turística complementar,IGR Seridó
2403251,Parnamirim,RN,Município turístico,IGR Costa das Dunas
2409407,Pau dos Ferros,RN,Município turístico,Polo Turístico do Oeste Potiguar
2409506,Pedra Grande,RN,Município de apoio ao turismo,IGR Costa das Dunas
2409803,Pedro Velho,RN,Município com oferta turística complementar,IGR Costa das Dunas
2409902,Pendências,RN,Município com oferta turística complementar,IGR DO SERTÃO PARA O MAR
2410207,Portalegre,RN,Município com oferta turística complementar,IGR ROTA DO FRIO
2410405,Pureza,RN,Município de apoio ao turismo,IGR Costa das Dunas
2410702,Riacho da Cruz,RN,Município com oferta turística complementar,IGR ROTA DO FRIO
2410801,Riacho de Santana,RN,Município de apoio ao turismo,Polo Turístico do Oeste Potiguar
2410900,Riachuelo,RN,Município com oferta turística complementar,IGR CAMINHOS DO POTENGI
2408953,Rio do Fogo,RN,Município com oferta turística complementar,IGR Costa das Dunas
2411106,Ruy Barbosa,RN,Município de apoio ao turismo,IGR CAMINHOS DO POTENGI
2411205,Santa Cruz,RN,Município com oferta turística complementar,IGR Trairi
2411403,Santana do Matos,RN,Município de apoio ao turismo,IGR CABUGI CENTRAL
2411502,Santo Antônio,RN,Município de apoio ao turismo,IGR Trairi
2411700,São Bento do Trairí,RN,Município com oferta turística complementar,IGR Trairi
2411809,São Fernando,RN,Município com oferta turística complementar,IGR Seridó
2411908,São Francisco do Oeste,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2412005,São Gonçalo do Amarante,RN,Município com oferta turística complementar,IGR Costa das Dunas
2412104,São João do Sabugi,RN,Município de apoio ao turismo,IGR Seridó
2412203,São José de Mipibu,RN,Município com oferta turística complementar,IGR Costa das Dunas
2412500,São Miguel,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2412559,São Miguel do Gostoso,RN,Município com oferta turística complementar,IGR Costa das Dunas
2412609,São Paulo do Potengi,RN,Município com oferta turística complementar,IGR CAMINHOS DO POTENGI
2412708,São Pedro,RN,Município de apoio ao turismo,IGR CAMINHOS DO POTENGI
2412807,São Rafael,RN,Município com oferta turística complementar,POLO VALE MAR
2412906,São Tomé,RN,Município de apoio ao turismo,IGR CAMINHOS DO POTENGI
2413102,Senador Elói de Souza,RN,Município de apoio ao turismo,IGR CAMINHOS DO POTENGI
2413201,Senador Georgino Avelino,RN,Município com oferta turística complementar,IGR Costa das Dunas
2413300,Serra de São Bento,RN,Município com oferta turística complementar,ASSOCIAÇÃO DOS MUNICIPIOS DA REGIÃO SERRANA DO AGRESTE POTIGUAR - AMSAP
2413359,Serra do Mel,RN,Município de apoio ao turismo,IGR Costa Branca
2413557,Serrinha dos Pintos,RN,Município com oferta turística complementar,IGR ROTA DO FRIO
2413706,Sítio Novo,RN,Município de apoio ao turismo,IGR Trairi
2414100,Tenente Ananias,RN,Município de apoio ao turismo,Polo Turístico do Oeste Potiguar
2414159,Tenente Laurentino Cruz,RN,Município com oferta turística complementar,IGR Seridó
2411056,Tibau,RN,Município turístico,IGR Costa Branca
2414209,Tibau do Sul,RN,Município turístico,IGR Costa das Dunas
2414308,Timbaúba dos Batistas,RN,Município com oferta turística complementar,IGR Seridó
2414407,Touros,RN,Município com oferta turística complementar,IGR Costa das Dunas
2414506,Umarizal,RN,Município com oferta turística complementar,Polo Turístico do Oeste Potiguar
2414605,Upanema,RN,Município de apoio ao turismo,POLO VALE MAR
2414902,Viçosa,RN,Município com oferta turística complementar,IGR ROTA DO FRIO
